Prioridade,Orçamento,Natureza,Tribunal de Origem,Autos do precatório,Valor Deferido,Situação,Local,Regime
Normal,2017,Alimentar,TJSC,0002340-67.2016.8.24.0500,32319.36,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002341-52.2016.8.24.0500,30944.12,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002342-37.2016.8.24.0500,30843.24,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002345-89.2016.8.24.0500,206145.32,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002350-14.2016.8.24.0500,47847.47,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002351-96.2016.8.24.0500,131684.28,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002376-12.2016.8.24.0500,32895.62,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002378-79.2016.8.24.0500,55857.61,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002379-64.2016.8.24.0500,30039.96,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002381-34.2016.8.24.0500,53554.49,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002386-56.2016.8.24.0500,25013.86,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002393-48.2016.8.24.0500,1986.88,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002398-70.2016.8.24.0500,24158.26,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002426-38.2016.8.24.0500,30458.62,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002450-66.2016.8.24.0500,54569.92,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002453-21.2016.8.24.0500,45586.2,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002455-88.2016.8.24.0500,41998.13,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002456-73.2016.8.24.0500,51260.46,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002463-65.2016.8.24.0500,56252.06,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002464-50.2016.8.24.0500,33565.82,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002477-49.2016.8.24.0500,153289.57,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002478-34.2016.8.24.0500,118767.04,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002483-56.2016.8.24.0500,176746.49,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002496-55.2016.8.24.0500,53813.67,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002517-31.2016.8.24.0500,29940.78,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002519-98.2016.8.24.0500,26719.6,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002524-23.2016.8.24.0500,48510.18,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002525-08.2016.8.24.0500,63664.81,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002527-75.2016.8.24.0500,37861.69,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002528-60.2016.8.24.0500,56956.63,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002534-67.2016.8.24.0500,23845.79,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002556-28.2016.8.24.0500,39332.14,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002571-94.2016.8.24.0500,33756.07,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002591-85.2016.8.24.0500,27476.25,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002603-02.2016.8.24.0500,5435.23,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002612-61.2016.8.24.0500,30870.08,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002621-23.2016.8.24.0500,57175.72,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002623-90.2016.8.24.0500,39527.43,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002628-15.2016.8.24.0500,11397.45,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002644-66.2016.8.24.0500,41826.54,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002645-51.2016.8.24.0500,135412.08,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002651-58.2016.8.24.0500,67209.88,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002655-95.2016.8.24.0500,67209.88,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002657-65.2016.8.24.0500,67209.88,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002658-50.2016.8.24.0500,67209.88,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002664-57.2016.8.24.0500,59452.41,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002724-30.2016.8.24.0500,14352.56,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002729-52.2016.8.24.0500,75172.07,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002739-96.2016.8.24.0500,45021.15,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002743-36.2016.8.24.0500,620.26,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002747-73.2016.8.24.0500,23416.64,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002752-95.2016.8.24.0500,93604.76,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002762-42.2016.8.24.0500,26411.44,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002765-94.2016.8.24.0500,70167.84,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002768-49.2016.8.24.0500,59343.9,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002771-04.2016.8.24.0500,30850.68,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002778-93.2016.8.24.0500,93925.05,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002781-48.2016.8.24.0500,31788.61,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002790-10.2016.8.24.0500,22991.32,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002793-62.2016.8.24.0500,32503.42,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002795-32.2016.8.24.0500,49546.74,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002807-46.2016.8.24.0500,65887.07,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002812-68.2016.8.24.0500,27793.83,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002813-53.2016.8.24.0500,128805.37,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002814-38.2016.8.24.0500,465001.28,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002815-23.2016.8.24.0500,160303.8,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002818-75.2016.8.24.0500,19633.99,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002819-60.2016.8.24.0500,120722.62,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002820-45.2016.8.24.0500,19326.43,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002822-15.2016.8.24.0500,39452.56,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002823-97.2016.8.24.0500,117569.27,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002828-22.2016.8.24.0500,40223.16,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002866-34.2016.8.24.0500,32930.24,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002868-04.2016.8.24.0500,24288.83,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002890-62.2016.8.24.0500,25787.49,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002893-17.2016.8.24.0500,16238.76,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002900-09.2016.8.24.0500,275959.82,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002926-07.2016.8.24.0500,80372.92,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002928-74.2016.8.24.0500,77845.5,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002929-59.2016.8.24.0500,76635.31,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002936-51.2016.8.24.0500,45747.51,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002940-88.2016.8.24.0500,39698.4,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002951-20.2016.8.24.0500,16952.68,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002952-05.2016.8.24.0500,51025.61,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002974-63.2016.8.24.0500,59184.61,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002986-77.2016.8.24.0500,48854.26,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002992-84.2016.8.24.0500,7665.02,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0002994-54.2016.8.24.0500,19243.83,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0003006-68.2016.8.24.0500,7599.19,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0003023-07.2016.8.24.0500,7844.94,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0003035-21.2016.8.24.0500,35869.77,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0003039-58.2016.8.24.0500,20478.03,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0003041-28.2016.8.24.0500,132795.09,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0003046-50.2016.8.24.0500,41693.34,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0003053-42.2016.8.24.0500,118071.58,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0003074-18.2016.8.24.0500,199995.87,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0003082-92.2016.8.24.0500,15879.21,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0003083-77.2016.8.24.0500,134264.83,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0003089-84.2016.8.24.0500,26470.04,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0003092-39.2016.8.24.0500,39834.5,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0003098-46.2016.8.24.0500,71408.39,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0003102-83.2016.8.24.0500,241749.17,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0003107-08.2016.8.24.0500,180244.13,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0003124-44.2016.8.24.0500,200719.57,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0003126-14.2016.8.24.0500,901210.83,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0003139-13.2016.8.24.0500,155247.8,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Alimentar,TJSC,0003141-80.2016.8.24.0500,144136.79,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003016-49.2015.8.24.0500,155547.87,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003095-28.2015.8.24.0500,1977423.84,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003150-76.2015.8.24.0500,11045.53,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003151-61.2015.8.24.0500,17004.33,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003370-74.2015.8.24.0500,152.28,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003371-59.2015.8.24.0500,82604.42,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003372-44.2015.8.24.0500,82604.42,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003380-21.2015.8.24.0500,37252.74,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003381-06.2015.8.24.0500,37252.74,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003385-43.2015.8.24.0500,33524.6,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003388-95.2015.8.24.0500,5006.3,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003397-57.2015.8.24.0500,53.89,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003408-86.2015.8.24.0500,60178.21,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003525-77.2015.8.24.0500,30123.62,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003527-47.2015.8.24.0500,30123.62,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003528-32.2015.8.24.0500,30123.66,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003529-17.2015.8.24.0500,30123.66,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003530-02.2015.8.24.0500,83148.3,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003531-84.2015.8.24.0500,83148.3,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003560-37.2015.8.24.0500,268142.03,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003566-44.2015.8.24.0500,104843.26,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003602-86.2015.8.24.0500,54019.2,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003603-71.2015.8.24.0500,54019.16,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003657-37.2015.8.24.0500,33984.91,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003677-28.2015.8.24.0500,80.0,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003692-94.2015.8.24.0500,87784.92,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003693-79.2015.8.24.0500,32553.38,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003694-64.2015.8.24.0500,32517.87,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0003976-05.2015.8.24.0500,298204.23,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0004005-55.2015.8.24.0500,71050.17,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000038-65.2016.8.24.0500,50608.24,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000086-24.2016.8.24.0500,89269.31,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000087-09.2016.8.24.0500,89269.31,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000182-39.2016.8.24.0500,85223.43,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000187-61.2016.8.24.0500,938100.62,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000252-56.2016.8.24.0500,242662.24,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000254-26.2016.8.24.0500,171678.13,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000256-93.2016.8.24.0500,17325.25,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000263-85.2016.8.24.0500,171678.13,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000275-02.2016.8.24.0500,14812.39,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000286-31.2016.8.24.0500,7968434.45,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000287-16.2016.8.24.0500,398421.71,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000291-53.2016.8.24.0500,145455.91,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000346-04.2016.8.24.0500,94933.33,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000538-34.2016.8.24.0500,38594.16,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000553-03.2016.8.24.0500,25765.98,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000581-68.2016.8.24.0500,116769.73,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000625-87.2016.8.24.0500,53626.97,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000626-72.2016.8.24.0500,53627.01,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000662-17.2016.8.24.0500,46911.81,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000668-24.2016.8.24.0500,84894.02,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000669-09.2016.8.24.0500,84894.01,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000685-60.2016.8.24.0500,34990.97,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000700-29.2016.8.24.0500,269534.34,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000719-35.2016.8.24.0500,12806.75,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000720-20.2016.8.24.0500,12806.73,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000721-05.2016.8.24.0500,134650.0,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000722-87.2016.8.24.0500,134650.0,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000747-03.2016.8.24.0500,23082.52,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000777-38.2016.8.24.0500,588733.51,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000817-20.2016.8.24.0500,47910.78,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000858-84.2016.8.24.0500,21229.81,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000859-69.2016.8.24.0500,21229.81,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000867-46.2016.8.24.0500,18461.46,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000868-31.2016.8.24.0500,18461.46,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000899-51.2016.8.24.0500,77909.63,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000944-55.2016.8.24.0500,29090.97,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000960-09.2016.8.24.0500,217876.46,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000981-82.2016.8.24.0500,20897.01,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000982-67.2016.8.24.0500,20803.32,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0000986-07.2016.8.24.0500,497.53,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001024-19.2016.8.24.0500,93134.99,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001046-77.2016.8.24.0500,119466.47,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001047-62.2016.8.24.0500,119466.45,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001049-32.2016.8.24.0500,5039880.58,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001085-74.2016.8.24.0500,40196.05,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001086-59.2016.8.24.0500,40088.0,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001087-44.2016.8.24.0500,35063.94,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001088-29.2016.8.24.0500,35057.28,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001089-14.2016.8.24.0500,35064.04,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001090-96.2016.8.24.0500,176277.58,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001091-81.2016.8.24.0500,22349.99,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001092-66.2016.8.24.0500,22349.99,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001096-06.2016.8.24.0500,28811.42,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001097-88.2016.8.24.0500,28811.42,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001098-73.2016.8.24.0500,20301.76,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001099-58.2016.8.24.0500,20301.76,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001103-95.2016.8.24.0500,122991.02,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001125-56.2016.8.24.0500,49464.58,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001177-52.2016.8.24.0500,233181.38,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001179-22.2016.8.24.0500,47361.85,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001189-66.2016.8.24.0500,29153.03,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001204-35.2016.8.24.0500,22964.8,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001228-63.2016.8.24.0500,59889.73,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001229-48.2016.8.24.0500,59717.41,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001231-18.2016.8.24.0500,28353.69,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001277-07.2016.8.24.0500,28353.69,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001299-65.2016.8.24.0500,27236.27,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001353-31.2016.8.24.0500,20544.65,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001354-16.2016.8.24.0500,20544.65,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001404-42.2016.8.24.0500,26441.37,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001409-64.2016.8.24.0500,24068.98,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001410-49.2016.8.24.0500,42716.74,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001411-34.2016.8.24.0500,42716.74,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001412-19.2016.8.24.0500,49266.19,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001413-04.2016.8.24.0500,20111.75,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001414-86.2016.8.24.0500,20111.71,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001415-71.2016.8.24.0500,20111.75,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001418-26.2016.8.24.0500,68254.85,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001419-11.2016.8.24.0500,67432.62,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001431-25.2016.8.24.0500,40963.21,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001438-17.2016.8.24.0500,1198309.57,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001450-31.2016.8.24.0500,57513.36,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001452-98.2016.8.24.0500,57716.03,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001496-20.2016.8.24.0500,363869.82,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001497-05.2016.8.24.0500,17787.36,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001499-72.2016.8.24.0500,19386.27,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001500-57.2016.8.24.0500,193862.97,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001583-73.2016.8.24.0500,19020.79,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001600-12.2016.8.24.0500,92159.37,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001602-79.2016.8.24.0500,202362.97,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001613-11.2016.8.24.0500,188125.9,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001618-33.2016.8.24.0500,15808.44,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001644-31.2016.8.24.0500,141644.54,Indefinido,Estado de Santa Catarina,Especial
Normal,2017,Comum,TJSC,0001652-08.2016.8.24.0500,745131.72,Indefinido,Estado de Santa Catarina,Especial
