Prioridade,Orçamento,Natureza,Tribunal de Origem,Autos do precatório,Valor Deferido,Situação,Local,Regime
Normal,2022,Alimentar,TJSC,0001718-08.2022.5.12.0000,1673.93,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5007229-48.2021.8.24.0000,254162.48,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5007232-03.2021.8.24.0000,13789.65,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5007553-38.2021.8.24.0000,215824.18,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5007554-23.2021.8.24.0000,215824.18,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5007557-75.2021.8.24.0000,37676.62,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5007576-81.2021.8.24.0000,397462.96,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5007577-66.2021.8.24.0000,7755.27,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5007582-88.2021.8.24.0000,5458.8,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5007587-13.2021.8.24.0000,250445.28,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5007599-27.2021.8.24.0000,119238.45,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5007600-12.2021.8.24.0000,19846.56,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5007606-19.2021.8.24.0000,482.39,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,0001721-60.2022.5.12.0000,57622.16,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,0001722-45.2022.5.12.0000,38862.11,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008021-02.2021.8.24.0000,6589.37,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008043-60.2021.8.24.0000,50538.76,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008048-82.2021.8.24.0000,47765.55,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008126-76.2021.8.24.0000,19930.87,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008167-43.2021.8.24.0000,57669.67,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008177-87.2021.8.24.0000,63404.79,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008178-72.2021.8.24.0000,16070.15,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008397-85.2021.8.24.0000,14570.35,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008414-24.2021.8.24.0000,155861.97,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008421-16.2021.8.24.0000,47229.49,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008423-83.2021.8.24.0000,80772.53,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008427-23.2021.8.24.0000,26450.91,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008474-94.2021.8.24.0000,181373.92,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008477-49.2021.8.24.0000,21645.66,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008484-41.2021.8.24.0000,17258.03,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008630-82.2021.8.24.0000,42325.69,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008631-67.2021.8.24.0000,44761.47,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008632-52.2021.8.24.0000,30343.1,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008634-22.2021.8.24.0000,13788.48,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008635-07.2021.8.24.0000,632367.12,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008642-96.2021.8.24.0000,689174.82,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008643-81.2021.8.24.0000,426161.13,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008645-51.2021.8.24.0000,314083.07,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008792-77.2021.8.24.0000,34783.99,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008811-83.2021.8.24.0000,56170.2,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008812-68.2021.8.24.0000,48434.84,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008814-38.2021.8.24.0000,14323.84,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008815-23.2021.8.24.0000,188267.95,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008832-59.2021.8.24.0000,18552.58,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008833-44.2021.8.24.0000,77008.21,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008836-96.2021.8.24.0000,59367.13,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008867-19.2021.8.24.0000,49978.21,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008868-04.2021.8.24.0000,20866.3,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008883-70.2021.8.24.0000,73617.22,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008993-69.2021.8.24.0000,178603.09,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5008994-54.2021.8.24.0000,70283.34,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009014-45.2021.8.24.0000,13961.46,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009064-71.2021.8.24.0000,135149.3,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009110-60.2021.8.24.0000,17519.63,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009111-45.2021.8.24.0000,19365.3,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009114-97.2021.8.24.0000,69740.4,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009127-96.2021.8.24.0000,48361.42,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009268-18.2021.8.24.0000,50944.28,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009365-18.2021.8.24.0000,107248.93,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009367-85.2021.8.24.0000,15320.23,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009371-25.2021.8.24.0000,32493.23,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009378-17.2021.8.24.0000,19659.95,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009393-83.2021.8.24.0000,198437.82,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009403-30.2021.8.24.0000,22187.31,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009420-66.2021.8.24.0000,160702.26,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009423-21.2021.8.24.0000,31472.98,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009521-06.2021.8.24.0000,48819.91,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009566-10.2021.8.24.0000,36017.98,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009575-69.2021.8.24.0000,30490.8,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009687-38.2021.8.24.0000,94709.55,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009690-90.2021.8.24.0000,192325.73,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009696-97.2021.8.24.0000,223191.83,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009697-82.2021.8.24.0000,69151.82,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009813-88.2021.8.24.0000,21244.35,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009814-73.2021.8.24.0000,36337.76,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009928-12.2021.8.24.0000,33668.41,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009930-79.2021.8.24.0000,26079.73,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009931-64.2021.8.24.0000,39291.34,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009972-31.2021.8.24.0000,26417.84,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009973-16.2021.8.24.0000,13286.66,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009974-98.2021.8.24.0000,13286.66,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009975-83.2021.8.24.0000,13286.66,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009976-68.2021.8.24.0000,39844.03,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5009978-38.2021.8.24.0000,109114.52,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010204-43.2021.8.24.0000,261799.86,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010205-28.2021.8.24.0000,16466.14,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010206-13.2021.8.24.0000,50494.96,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010207-95.2021.8.24.0000,73562.14,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010208-80.2021.8.24.0000,89037.1,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010209-65.2021.8.24.0000,96813.93,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010210-50.2021.8.24.0000,81208.18,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010211-35.2021.8.24.0000,40344.14,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010213-05.2021.8.24.0000,66009.47,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010360-31.2021.8.24.0000,15263.94,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010361-16.2021.8.24.0000,21515.0,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010363-83.2021.8.24.0000,41032.74,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010366-38.2021.8.24.0000,92131.53,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010370-75.2021.8.24.0000,44433.54,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010496-28.2021.8.24.0000,12638.45,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010497-13.2021.8.24.0000,22531.41,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010548-24.2021.8.24.0000,545086.76,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010549-09.2021.8.24.0000,15983.51,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010550-91.2021.8.24.0000,289239.56,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010647-91.2021.8.24.0000,82809.96,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010685-06.2021.8.24.0000,32155.26,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010719-78.2021.8.24.0000,95845.37,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010720-63.2021.8.24.0000,57516.14,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010721-48.2021.8.24.0000,57498.65,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010724-03.2021.8.24.0000,24829.68,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010725-85.2021.8.24.0000,81559.11,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010849-68.2021.8.24.0000,130273.31,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010902-49.2021.8.24.0000,32938.75,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010903-34.2021.8.24.0000,146193.11,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010993-42.2021.8.24.0000,74721.65,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5010995-12.2021.8.24.0000,52919.83,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011158-89.2021.8.24.0000,653867.75,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011159-74.2021.8.24.0000,90368.85,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011160-59.2021.8.24.0000,239567.18,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011161-44.2021.8.24.0000,434476.54,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011314-77.2021.8.24.0000,33990.95,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011316-47.2021.8.24.0000,42327.88,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011326-91.2021.8.24.0000,24458.87,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011328-61.2021.8.24.0000,11072.24,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011331-16.2021.8.24.0000,4730.51,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011333-83.2021.8.24.0000,98987.28,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011367-58.2021.8.24.0000,835995.71,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011368-43.2021.8.24.0000,835995.71,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011371-95.2021.8.24.0000,68866.7,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011372-80.2021.8.24.0000,16810.18,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011375-35.2021.8.24.0000,1020885.82,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011464-58.2021.8.24.0000,22796.27,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011465-43.2021.8.24.0000,15518.96,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011466-28.2021.8.24.0000,77222.22,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011476-72.2021.8.24.0000,180830.54,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011535-60.2021.8.24.0000,77030.9,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011540-82.2021.8.24.0000,22932.76,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011541-67.2021.8.24.0000,186267.31,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011542-52.2021.8.24.0000,178626.25,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011641-22.2021.8.24.0000,20052.32,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011676-79.2021.8.24.0000,6843.59,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011708-84.2021.8.24.0000,54394.28,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011712-24.2021.8.24.0000,17983.19,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,0001824-67.2022.5.12.0000,77321.94,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011948-73.2021.8.24.0000,60716.52,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011973-86.2021.8.24.0000,21525.71,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011981-63.2021.8.24.0000,84574.27,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011984-18.2021.8.24.0000,89023.81,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5011989-40.2021.8.24.0000,30688.58,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012021-45.2021.8.24.0000,48636.45,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012026-67.2021.8.24.0000,38684.38,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012028-37.2021.8.24.0000,31090.95,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012039-66.2021.8.24.0000,51755.42,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012058-72.2021.8.24.0000,256324.15,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012059-57.2021.8.24.0000,27299.26,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012060-42.2021.8.24.0000,58915.33,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012061-27.2021.8.24.0000,48096.12,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012064-79.2021.8.24.0000,304728.3,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012065-64.2021.8.24.0000,21761.84,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012127-07.2021.8.24.0000,81936.67,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012128-89.2021.8.24.0000,36262.53,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012130-59.2021.8.24.0000,31871.81,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012135-81.2021.8.24.0000,35378.95,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012136-66.2021.8.24.0000,24021.14,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012218-97.2021.8.24.0000,12571.11,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012219-82.2021.8.24.0000,24808.19,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012220-67.2021.8.24.0000,18855.07,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012221-52.2021.8.24.0000,110739.84,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012222-37.2021.8.24.0000,736886.05,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012279-55.2021.8.24.0000,84058.99,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012339-28.2021.8.24.0000,59708.44,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012508-15.2021.8.24.0000,5157.31,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012718-66.2021.8.24.0000,20563.31,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012730-80.2021.8.24.0000,53696.18,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012733-35.2021.8.24.0000,63634.63,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012745-49.2021.8.24.0000,116889.64,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5012822-58.2021.8.24.0000,49064.35,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5013130-94.2021.8.24.0000,23683.16,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5013136-04.2021.8.24.0000,25996.54,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5013141-26.2021.8.24.0000,34852.05,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5013146-48.2021.8.24.0000,60650.09,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5013148-18.2021.8.24.0000,14863.35,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5013154-25.2021.8.24.0000,296353.16,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5013284-15.2021.8.24.0000,5364.39,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5013462-61.2021.8.24.0000,4847.71,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5013464-31.2021.8.24.0000,2174.52,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5013465-16.2021.8.24.0000,2734.26,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5013466-98.2021.8.24.0000,2228.08,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5013467-83.2021.8.24.0000,2482.44,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5013468-68.2021.8.24.0000,2425.76,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5013526-71.2021.8.24.0000,34055.54,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5013702-50.2021.8.24.0000,2632.45,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5013703-35.2021.8.24.0000,34555.37,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5013705-05.2021.8.24.0000,40516.68,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5013709-42.2021.8.24.0000,43254.12,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5013949-31.2021.8.24.0000,38904.76,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014126-92.2021.8.24.0000,6368.9,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014129-47.2021.8.24.0000,60591.71,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014131-17.2021.8.24.0000,34727.29,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014351-15.2021.8.24.0000,10295.07,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014452-52.2021.8.24.0000,65683.99,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014533-98.2021.8.24.0000,49686.56,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014534-83.2021.8.24.0000,4908.0,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014615-32.2021.8.24.0000,16855.92,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014616-17.2021.8.24.0000,76419.97,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014617-02.2021.8.24.0000,168896.14,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014618-84.2021.8.24.0000,211674.35,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014619-69.2021.8.24.0000,181054.68,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014621-39.2021.8.24.0000,93792.14,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014622-24.2021.8.24.0000,182934.52,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014624-91.2021.8.24.0000,166059.25,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014626-61.2021.8.24.0000,165725.07,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014627-46.2021.8.24.0000,56289.4,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014630-98.2021.8.24.0000,87382.89,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014631-83.2021.8.24.0000,17770.91,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014633-53.2021.8.24.0000,106035.34,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014634-38.2021.8.24.0000,99571.77,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014636-08.2021.8.24.0000,1058715.82,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014647-37.2021.8.24.0000,24047.09,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014650-89.2021.8.24.0000,100627.31,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014653-44.2021.8.24.0000,16861.16,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014654-29.2021.8.24.0000,133810.09,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014655-14.2021.8.24.0000,133654.92,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014656-96.2021.8.24.0000,20668.96,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014899-40.2021.8.24.0000,19462.6,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014979-04.2021.8.24.0000,7992.96,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014980-86.2021.8.24.0000,95118.52,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014983-41.2021.8.24.0000,46234.12,Indefinido,Estado de Santa Catarina,Especial
Normal,2022,Alimentar,TJSC,5014987-78.2021.8.24.0000,13199.11,Indefinido,Estado de Santa Catarina,Especial
